time,open,high,low,close
1719946800,264.97,265.41,257.61,260.37
1719950400,260.27,261.02,236.29,241.76
1719954000,242.18,247.99,235.58,244.78
1719957600,244.65,244.98,238.03,239.36
1719961200,239,243.37,237.23,241.8
1719964800,241.51,242.63,235.75,235.75
1720018800,230,238.23,226.36,233.14
1720022400,233,237.17,230,235.75
1720026000,236.34,237.56,233.31,234.29
1720029600,234.18,234.58,230.37,231.82
1720033200,230.82,233.34,229.16,229.61
1720036800,229.89,235.58,229.3,235.42
1720040400,235,239.2,232.38,238.73
1720044000,238.73,239.95,233.52,236.46
1720047600,236.46,238.89,235.35,237.15
1720051200,237,240,236.58,237.9
1720054800,237.57,238.48,229.3,232.52
1720058400,232,239,229.02,238.62
1720062000,238.41,239.38,235.16,237.05
1720065600,237.02,237.44,232.65,236.1
1720069200,236.67,239.06,233.74,237.14
1720072800,236.94,237.36,230.48,234.69
1720076400,234.57,234.57,229.27,229.82
1720080000,229.58,230.21,216.52,225.31
1720083600,225.23,227.91,220.89,227.9
1720087200,227.77,228.47,221.62,228.47
1720090800,228.27,228.43,224.76,226.75
1720094400,226.76,228.11,224.76,224.76
1720098000,224.8,225.09,219.01,224.2
1720101600,223.94,225.19,220.22,224
1720105200,224,225.11,220.39,224.71
1720108800,224.4,226.23,222.72,224.2
1720112400,224.21,229.89,223.25,229.01
1720116000,228.8,232.01,223.3,225.09
1720119600,225.5,231.66,225.02,227.67
1720123200,227.62,234.57,227.19,230.56
1720126800,230.65,238.16,229.84,236.21
1720130400,236.2,238.72,229.1,229.73
1720134000,229.27,229.54,222,224.02
1720137600,223.7,223.7,209.87,215.46
1720141200,216.02,217.99,210,217.99
1720144800,217.79,218,204,204
1720148400,203.33,206.25,198,203
1720152000,202.98,212.08,197.69,206.68
1720155600,206.43,210.65,204.24,205.64
1720159200,205.64,206.69,201.06,201.82
1720162800,202.19,208.09,201.63,205.76
1720166400,205.35,206.84,201,201.08
1720170000,201.08,208,201,208
1720173600,207.99,214.79,206.16,209.13
1720177200,209.23,219.29,208.82,218.94
1720180800,218.78,220.39,209.16,213.42
1720184400,213.67,217.9,212.47,216.12
1720188000,216.32,221,215,218.99
1720191600,219.15,227.75,219.06,226.24
1720195200,226.2,233.74,223.92,230.42
1720198800,230.02,232.4,227,228.28
1720202400,228.2,228.37,221.27,223.49
1720206000,223.33,227,221.32,222.9
1720209600,222.99,229.85,222,229.68
1720213200,229.68,229.78,224.01,224.71
1720216800,224.55,227.98,224.01,227.71
1720220400,227.86,229.05,218.91,225.18
1720224000,225.1,229.54,223.06,225.82
1720227600,225.8,225.8,219.23,221.19
1720231200,221.28,223.68,219.35,221.85
1720234800,222.04,226.28,219.73,221.96
1720238400,222.09,222.81,219.79,220.59
1720242000,220.87,222.28,220.01,220.3
1720245600,220.38,227.04,220.23,226
1720249200,226,230.96,226,227.47
1720252800,227.45,228.57,222.36,224.14
1720256400,224.22,224.8,221.66,224.57
1720260000,224.6,227.77,224.57,226.88
1720263600,226.95,228.54,224.54,225.35
1720267200,225.09,225.94,223.13,225.11
1720270800,225.18,229.95,223.76,228.22
1720274400,228.24,229.76,225.34,226.79
1720278000,226.89,228.7,225.02,228.55
1720281600,228.66,233.23,225,230.6
1720285200,230.62,232.17,227.86,229.31
1720288800,229.49,229.58,225.79,227.38
1720292400,227.49,229.06,225.56,226.62
1720296000,226.65,231.25,226.64,228.92
1720299600,229,231.81,229,231.4
1720303200,231.61,234.93,224.32,231.12
1720306800,230.93,231.76,229.05,230.81
1720310400,230.73,230.81,227.11,227.23
1720314000,227.41,229.7,224.58,227.54
1720317600,227.46,232.04,227.46,232
1720321200,232.31,232.34,227.83,228.87
1720324800,228.91,229.28,224.49,224.66
1720328400,224.78,226.02,222.5,224.25
1720332000,224.35,225.67,223.2,224.13
1720335600,224.13,225.84,221.09,223.01
1720339200,223.64,225.81,220,223.69
1720342800,223.7,226.76,222.41,226.76
1720346400,226.78,229.8,221.33,224.07
1720350000,223.55,228.17,223.08,227.72
1720353600,227.56,230.91,225.11,225.16
1720357200,225.21,225.44,218.07,219.9
1720360800,220.1,220.57,212.1,217.95
1720364400,217.73,220.82,214.74,218.82
1720368000,218.86,221.88,217.25,221.72
1720371600,221.88,223.91,218.44,222.59
1720375200,222.34,223.44,220.82,221.55
1720378800,221.44,221.44,217.13,219.37
1720382400,219.36,221.86,219.07,219.15
1720386000,219.17,219.47,213.16,217.35
1720389600,217.22,218.66,213.96,214.67
1720393200,214.78,218.23,214.2,215.83
1720396800,216.02,225.74,200,207.49
1720400400,207.98,209.27,204.5,208.97
1720404000,208.69,215.56,207.68,213.44
1720407600,213.56,216.82,211.3,214.8
1720411200,214.28,220.56,212.92,218.5
1720414800,218.37,220.44,215,215.77
1720418400,215.99,218.09,214.64,216.06
1720422000,215.99,216.85,213.33,214.81
1720425600,214.41,226.64,214.39,226.07
1720429200,226.12,231.94,226.05,231.24
1720432800,231.28,232.77,226.47,228.19
1720436400,228.44,241.8,228.07,239.28
1720440000,238.87,239.42,235.76,237.21
1720443600,237.33,238.84,232.15,232.27
1720447200,232.26,232.46,221.2,230.3
1720450800,230.21,230.89,225.77,226.19
1720454400,226.39,228.58,224.22,225.7
1720458000,225.36,227.02,224.41,226.85
1720461600,226.58,234.93,226.29,231.5
1720465200,231.6,231.89,228.33,229.55
1720468800,229.7,229.98,225.86,227.08
1720472400,227.04,231.28,226.5,230.72
1720476000,230.78,232.25,230.28,230.55
1720479600,230.61,233.01,230.46,231.01
1720483200,230.96,231.98,228.91,230.62
1720486800,230.14,238.31,230.14,234.67
1720490400,234.2,236.28,232.6,236.28
1720494000,236.39,236.47,231.32,234.09
1720497600,234.18,238.98,233.98,238.98
1720501200,238.35,238.73,235.27,236.36
1720504800,236.31,238.99,234.48,234.64
1720508400,234.67,237.2,232.59,237.2
1720512000,237.18,239.03,234.49,237.63
1720515600,237.63,249.39,237.29,247.01
1720519200,247.51,260,245.75,253.17
1720522800,253.01,255.81,247.64,252.56
1720526400,252.44,253.98,248.7,248.78
1720530000,249.62,252.5,247.96,252.25
1720533600,252.63,268.78,252.63,261.57
1720537200,261.51,264.87,260.15,264.05
1720540800,263.81,269.32,253,262.6
1720544400,262.71,263.65,259.67,260.5
1720548000,260.59,262.99,259.1,260.83
1720551600,260.67,260.67,255.36,259.24
1720555200,259.44,269.5,255.64,256.64
1720558800,256.9,258.3,254.27,255.12
1720562400,255.13,255.4,252.02,252.69
1720566000,250.98,255.42,250.73,255.42
1720569600,255.4,255.4,252.27,252.74
1720573200,252.57,255.37,251.91,254.52
1720576800,254.47,255.81,253.5,255.2
1720580400,255.25,258.25,255.25,258.25
1720584000,258.16,264.1,257.63,263.39
1720587600,263.81,266.06,261.39,264.23
1720591200,264.85,267.03,262.15,263.66
1720594800,263.67,265.82,261,262.19
1720598400,262.25,265.01,261.41,265.01
1720602000,264.68,277,263.84,267
1720605600,267.24,282,267.24,276.41
1720609200,276.43,281.86,273.25,274.43
1720612800,274.46,275.45,268.15,271.59
1720616400,271.51,271.9,267.85,269.69
1720620000,269.67,269.95,261.41,262.56
1720623600,262.66,267.51,262.2,265.05
1720627200,265.09,267.75,263.76,264.22
1720630800,264.13,266.38,263,263.35
1720634400,263.59,264.34,260,261.65
1720638000,261.64,261.65,260,260.79
1720641600,260.81,261.15,259.69,260.24
1720645200,260.18,260.2,256.55,259.25
1720648800,259.29,260.44,257.75,258.05
1720652400,258,260.9,257.77,259.68
1720656000,259.69,262.15,257.14,257.4
1720659600,257.29,258.4,253.76,257.23
1720663200,257.31,257.39,253,254.66
1720666800,254.81,258.4,250.5,251.52
1720670400,251.48,253,251.02,252.82
1720674000,252.83,256.47,252.8,254.08
1720677600,253.98,254.62,250.27,252
1720681200,251.95,253.92,251.95,252.19
1720684800,252.2,254.93,251.86,254.57
1720688400,254.49,256.86,252.2,253.93
1720692000,253.86,256.62,253.17,256.62
1720695600,256.76,256.86,254.29,255.6
1720699200,255.73,266,253.02,254.1
1720702800,254.15,255.54,252.01,252.22
1720706400,252.43,252.59,246.61,248.89
1720710000,248.81,251.99,246.43,246.72
1720713600,246.65,250.18,245,249.65
1720717200,249.72,254.94,249.72,251.8
1720720800,251.77,254.26,251.22,251.76
1720724400,251.76,252.27,247.32,248.42
1720728000,248.39,248.6,245.2,247.85
1720731600,247.81,248.56,243.1,246.22
1720735200,246.23,246.99,244.89,245.59
1720738800,245.57,246.67,244.19,245.92
1720742400,246.06,247.49,243.39,244.5
1720746000,244.84,246.2,242.2,245.32
1720749600,245.54,248.3,244.96,248.17
1720753200,248.27,248.6,242.9,243.99
1720756800,243.9,244.21,242,244.08
1720760400,244.03,244.6,242.41,243.36
1720764000,243.3,245.35,243.05,243.93
1720767600,243.99,244.39,240.49,242.37
1720771200,242.41,244.88,242.41,243.49
1720774800,243.53,243.77,241,241.86
1720778400,241.87,242.61,235,242.54
1720782000,242.68,243.38,237.31,239.59
1720785600,239.59,242.36,238.7,241.85
1720789200,241.93,246,238.7,243.41
1720792800,243.42,243.91,238.94,242.62
1720796400,242.61,244.64,242.27,243.79
1720800000,243.72,243.72,241.11,241.87
1720803600,241.88,243,240.98,242.27
1720807200,242.15,242.53,239.47,241.86
1720810800,241.79,241.93,238.46,240.16
1720814400,240.18,244.62,239.93,244.6
1720818000,244.61,247.75,244.19,244.92
1720821600,244.61,245.21,235.75,239.06
1720825200,238.94,242.36,238.37,241.48
1720828800,241.35,242.36,241.01,241.46
1720832400,241.38,244.29,240.86,242.05
1720836000,242.13,242.26,240.25,242.03
1720839600,242.11,244.06,241.98,243.57
1720843200,243.51,243.51,238.84,240.01
1720846800,239.73,242.68,238.53,242.19
1720850400,242.35,244.1,241.53,242.86
1720854000,242.78,246,241.37,245.23
1720857600,245.22,253.78,245.22,248.45
1720861200,248.54,249.47,246.03,248.39
1720864800,248.41,250.06,245,248.04
1720868400,247.87,250.36,246.26,247.06
1720872000,247.07,252.95,246,251.94
1720875600,252.18,253.01,249.88,250.9
1720879200,250.96,254.12,250.07,252.95
1720882800,253.08,258.4,252.81,257.5
1720886400,258.2,263.41,258,259.7
1720890000,259.94,259.94,252.36,257.3
1720893600,257.24,257.98,252.8,253.82
1720897200,253.88,256.32,253.75,256.22
1720900800,256.11,257.91,255.78,257.79
1720904400,257.75,257.77,254.52,257.71
1720908000,257.83,260.27,254,259.62
1720911600,259.55,261.24,254.35,257.52
1720915200,257.43,259.16,255.74,258.85
1720918800,258.87,263.45,257.81,261.6
1720922400,261.79,261.79,257,259.23
1720926000,259.63,262.03,259.16,260.16
1720929600,259.56,262.55,258.69,262.2
1720933200,262.3,267.23,258.82,263.55
1720936800,263.69,266.4,261.86,262.31
1720940400,262.19,272.72,260.98,265.28
1720944000,265.26,271.92,263.36,270.79
1720947600,270.76,279,270.09,274.07
1720951200,273.57,277.89,266,269.87
1720954800,269.46,279,265,266.83
1720958400,266.87,266.87,262.04,263.92
1720962000,263.49,264.86,261.77,262.32
1720965600,262.25,266,261,263.81
1720969200,263.41,265,262.21,264.08
1720972800,264.27,265.73,263.8,265.07
1720976400,265.07,265.92,262.2,264.18
1720980000,264.14,276,261.31,261.86
1720983600,261.71,262.39,260.75,262.3
1720987200,262.21,267.87,261.73,263.75
1720990800,263.72,278,260.81,272.41
1720994400,272.67,278,270.26,276.89
1720998000,276.7,279.39,275.85,277.39
1721001600,276.58,282.9,275.67,278.1
1721005200,277.61,280.65,276.8,277.27
1721008800,277.44,284.89,277.06,283.78
1721012400,283.81,285,279.85,282.13
1721016000,282.02,285.46,281.42,285.2
1721019600,285.23,286,284,285.99
1721023200,285.99,286,284,284.14
1721026800,284.13,284.31,277.73,283.59
1721030400,283.57,293,283.57,291.7
1721034000,290.68,295,280.53,290.52
1721037600,291.2,295,286,289.4
1721041200,289.4,294,285.3,290.69
1721044800,291.08,295,288.5,294.11
1721048400,293.83,295,292.66,294.39
1721052000,293.64,300,292.94,299.81
1721055600,299.99,315,298.28,311.58
1721059200,314.5,316,303.96,303.96
1721062800,304.38,315.46,298.29,299.1
1721066400,299.88,305.5,299.38,302.03
1721070000,302.3,302.3,293.83,297.65
1721073600,297.54,303.56,295.3,296.71
1721077200,297.62,308.73,292.35,295.64
1721080800,296.44,303.18,294.87,298.8
1721084400,298.85,301.5,297.75,299.55
1721088000,299.7,300.64,296.01,296.98
1721091600,297.78,300.37,296.23,298.83
1721095200,298.54,310,296.3,298.86
1721098800,298.62,303.06,296.66,297.24
1721102400,297.19,298.93,295,295.89
1721106000,295.87,296.94,289.37,290.8
1721109600,290.95,302.99,285,285.2
1721113200,285.21,296.19,283.53,284.94
1721116800,284.99,287.59,281.11,284.66
1721120400,285.33,300,284.92,292.21
1721124000,292.14,299,291.45,295.27
1721127600,295.27,297.69,293.52,295.25
1721131200,294.54,296.55,293.22,294.27
1721134800,294.28,296.55,290,290
1721138400,289.9,295,289.2,293.42
1721142000,293.11,299.85,292.57,299.04
1721145600,299.37,302.19,295.55,298.1
1721149200,298.12,300.99,296.13,299.24
1721152800,299.31,303.65,297.47,298.49
1721156400,298.62,307,297.97,305.33
1721160000,305.39,309.99,303.35,303.5
1721163600,303.41,309.5,303.21,304
1721167200,304.01,309,300.15,304.23
1721170800,304.86,319.69,303.97,305.15
1721174400,306.56,315,302.19,315
1721178000,314.85,321,314.24,318.63
1721181600,318.69,325,318.07,324.89
1721185200,324.52,324.53,312,313.32
1721188800,313.35,319.86,307.39,314.5
1721192400,315.05,317.26,313.92,316.6
1721196000,316.46,322.89,316.46,322.38
1721199600,322.03,326.83,320.37,324.05
1721203200,323,324.57,316,316
1721206800,316.01,323.77,314.88,323.77
1721210400,323.89,325.47,317.24,317.74
1721214000,317.32,317.32,306.82,307.76
1721217600,307.63,312.57,307.62,308.65
1721221200,308.66,326.33,307.62,322.89
1721224800,322.89,326.44,317.61,324.21
1721228400,325.06,325.23,316.56,317.13
1721232000,317.28,318.85,308.22,311.54
1721235600,311.34,316.61,309.03,315.49
1721239200,315.37,320.89,314.88,319.48
1721242800,319.3,323.85,318.92,320.27
1721246400,320.2,322.56,318.93,321
1721250000,321.02,323.73,317.93,320
1721253600,320.13,322.7,319.11,321.86
1721257200,321.8,322.48,318.96,319.34
1721260800,319.44,322.33,319.12,320.38
1721264400,320.29,321.67,317.8,320.64
1721268000,320.96,324.58,317.7,320.15
1721271600,320.02,320.16,317.2,318.1
1721275200,318.34,319.89,315.93,315.93
1721278800,315.9,318.48,313,317.73
1721282400,317.72,318.83,310,318.16
1721286000,318.82,318.9,314.64,316.34
1721289600,316.34,320,314.51,318.7
1721293200,317.94,322.17,317.93,320.25
1721296800,320.27,321.77,319.8,321.55
1721300400,321.63,324.89,319.96,324.89
1721304000,325,326.97,320.28,324.79
1721307600,325.11,334.49,325.11,334.04
1721311200,333.88,337.53,323.64,327.73
1721314800,327.72,328.53,323.24,324.13
1721318400,324.14,324.8,320.72,323.8
1721322000,323.78,329.19,322.83,323.38
1721325600,323.51,327.24,322.71,326.63
1721329200,326.83,329.03,322.65,327
1721332800,327.06,331.03,324.44,331.03
1721336400,330.45,334.24,329.45,334.11
1721340000,334.01,336.36,331.17,336
1721343600,336,336.87,334.44,336.2
1721347200,336.03,336.75,330.65,331.99
1721350800,332.05,334.67,329.06,332.78
1721354400,332.68,336.21,332.36,335.3
1721358000,335.16,348.19,335.16,345.05
1721361600,344.92,345.98,339,339.56
1721365200,339.1,339.23,333.65,337.13
1721368800,337.1,340.64,334.23,334.85
1721372400,334.5,334.5,327,327.49
1721376000,327.48,327.92,322.18,325.57
1721379600,325.54,329.77,325.17,326.17
1721383200,326.33,330.68,325.99,330.1
1721386800,330,330.23,326.08,330.13
1721390400,329.79,331.26,326.61,329.4
1721394000,329.11,332.93,327.14,331.99
1721397600,332.17,340.63,332.17,339.92
1721401200,340.64,350,337.88,346.58
1721404800,346.98,351.52,345.99,350.6
1721408400,350.61,361,350.26,358.23
1721412000,358.26,360.32,349.5,354.78
1721415600,354.83,357.24,352.43,352.59
1721419200,352.6,353.22,347.97,348.9
1721422800,348.83,357.09,348.5,352.84
1721426400,352.95,354.53,350.62,354
1721430000,353.99,355.92,353.77,355.4
1721433600,355.46,358.14,351.88,354.29
1721437200,353.53,355.88,351.03,351.83
1721440800,351.84,357.76,351.53,356.48
1721444400,356.37,358.78,353.97,353.97
1721448000,354.2,356.17,352.45,356.17
1721451600,356.14,356.38,350.85,351.83
1721455200,351.45,352.22,349.73,350.41
1721458800,350.56,353.47,349.98,351.42
1721462400,351,351.06,346.1,347.09
1721466000,347.1,347.8,345.46,346.17
1721469600,346.32,347.56,344.51,344.64
1721473200,344.47,346.06,343.8,343.82
1721476800,343.82,346.17,342.3,345.1
1721480400,345.19,345.97,339.33,342.14
1721484000,342.17,344.25,341.08,342.13
1721487600,341.92,344.1,341.59,342.27
1721491200,342.31,343.47,341.11,341.43
1721494800,341.6,345.22,341.26,344.17
1721498400,344.08,344.25,341.5,342.69
1721502000,342.63,343.6,340.98,340.99
1721505600,340.99,342.54,339.9,342.1
1721509200,342.29,343.11,339.74,340.21
1721512800,340.2,341.88,337,337.69
1721516400,337.53,338.4,336.34,337.82
1721520000,337.94,339.22,336.18,337.29
1721523600,337.33,341.19,337.33,339.75
1721527200,339.83,343.41,339.57,340.54
1721530800,340.29,340.9,338.3,339.56
1721534400,339.57,342.53,337.83,338.22
1721538000,338.15,338.4,333.15,336.3
1721541600,336.46,338.37,335,335.07
1721545200,335.17,338.57,333.97,337.17
1721548800,337.26,339.05,335.55,335.56
1721552400,335.64,340.1,335.01,339.33
1721556000,339.33,339.9,336.33,336.79
1721559600,336.78,338.96,336.78,337.59
1721563200,337.59,341.84,337.59,341.22
1721566800,341.29,341.34,337.41,337.99
1721570400,338.09,344.25,337,343.17
1721574000,343.03,344.18,338.76,339.42
1721577600,339.16,341,336.78,340.55
1721581200,340.36,340.9,333.15,336
1721584800,336,341.32,327.46,336
1721588400,336.01,343.68,335.16,342.02
1721592000,341.31,347.6,340.83,344.12
1721595600,344.53,351.8,344.53,351.33
1721599200,351.42,355.18,351.02,353.74
1721602800,353.57,355.32,349.37,350.16
1721606400,350.17,355.55,348.81,354.59
1721610000,354.56,356.12,351.38,352.26
1721613600,352.2,353.98,351.51,352.3
1721617200,352.37,353.49,350.24,350.78
1721620800,350.87,350.89,343.85,345.97
1721624400,345.88,346.89,335,337.53
1721628000,337.53,338.69,335.36,336.13
1721631600,335.36,337.99,334.37,337.73
1721635200,337.54,338.22,332.74,333.08
1721638800,332.76,337.29,331.74,335.79
1721642400,335.26,337.11,333.98,334.54
1721646000,334.48,336.87,333,336.33
1721649600,336.34,338.02,334.05,338
1721653200,338.07,341,330.69,331.33
1721656800,331.33,332.93,322.51,322.51
1721660400,323.02,328.27,321.85,325.85
1721664000,326.09,327.08,321.05,323.43
1721667600,323.53,326.94,322.88,325.85
1721671200,325.85,327.32,324.64,326.4
1721674800,326.29,333.3,326.01,332.95
1721678400,333.07,333.34,328.28,332.52
1721682000,332.56,333.76,325.4,328.58
1721685600,328.32,328.36,321.37,322.76
1721689200,322.59,326.05,321.71,325.29
1721692800,325.3,334.55,325.3,331.63
1721696400,332.05,334.34,330.53,331.68
1721700000,331.78,333.53,330.29,331.02
1721703600,331.21,331.21,327,327
1721707200,327,327.01,320.56,322.02
1721710800,321.97,322.48,313.63,319.12
1721714400,319.16,321.99,317.71,320.89
1721718000,320.75,322.29,318.97,319.44
1721721600,319.22,329.1,318.97,328.92
1721725200,329,330.82,325.61,326.41
1721728800,326.42,326.66,323.52,325.3
1721732400,325.3,326.54,322.84,323.41
1721736000,323.38,323.71,315,315.66
1721739600,315.6,317.89,310.29,312.29
1721743200,312.12,319.81,310.14,313.9
1721746800,313.86,314.01,308.22,309.52
1721750400,309.66,311.21,301.31,301.5
1721754000,301.79,306.68,301.79,304.98
1721757600,305.25,306.16,302.46,304.22
1721761200,304.08,308.13,303.96,305.56
1721764800,305.66,308.98,305.66,306.82
1721768400,306.64,312.38,306.42,309.08
1721772000,308.93,315.93,307.91,315.31
1721775600,315.33,330.39,313.74,330.39
1721779200,328.6,331.57,325.7,327.2
1721782800,327.46,328.4,323.43,323.66
1721786400,324.21,324.28,320,322.83
1721790000,322.83,328.04,321.39,327.31
1721793600,327.6,328.3,323.42,326.25
1721797200,326.32,327.57,324,325.05
1721800800,325.22,327.66,322.37,324
1721804400,324.04,329.7,323.48,328.12
1721808000,328.2,339.45,327.98,337.97
1721811600,337.96,340,336.87,339.15
1721815200,338.84,344.25,337.23,341.43
1721818800,341.63,344.96,339.72,343.92
1721822400,343.67,345.46,338.29,339.04
1721826000,338.89,343.05,338.52,339.44
1721829600,339.16,340.95,336.3,339.03
1721833200,339.27,339.94,332.56,334.06
1721836800,334.06,338.58,332.97,336.56
1721840400,336.56,340.68,334.39,337.47
1721844000,337.4,337.4,329.13,330.83
1721847600,330.98,338.47,330.38,333.97
1721851200,334.23,339.67,332.82,338.96
1721854800,338.82,339.45,331.1,335.63
1721858400,335.64,338.96,333.24,335.51
1721862000,335.52,336.1,330,332.04
1721865600,332.31,334.94,330.67,333.34
1721869200,333.33,333.64,315.14,321.66
1721872800,321.5,323.56,317.58,321.28
1721876400,321.29,324.09,317.8,323.08
1721880000,323.44,330.15,323.06,328.43
1721883600,328.36,329.33,326.32,328.8
1721887200,328.79,335.28,327.69,333.3
1721890800,333.05,335.42,327.84,328.61
1721894400,328.73,331.09,320.56,324.47
1721898000,324.57,326.8,320.11,320.88
1721901600,320.88,321.41,316,319.93
1721905200,319.84,320.5,315.63,316.78
1721908800,316.32,319.7,312.87,313.25
1721912400,313.49,323.78,312.05,320.78
1721916000,321.04,325,313,324.88
1721919600,325,326.09,317.15,323.51
1721923200,323.38,330.59,321.75,327.69
1721926800,327.6,328.67,322.8,324.13
1721930400,324,325.23,310.82,313.85
1721934000,313.65,318.19,310.76,316.32
1721937600,316.33,323.35,311.17,323.09
1721941200,323.45,331.45,322.48,329.75
1721944800,329.96,332.4,326.83,329.35
1721948400,329.27,330.25,326.87,327.8
1721952000,327.53,332.19,325.25,331.62
1721955600,331.53,333.33,325.3,327.22
1721959200,327.28,331.78,326.06,330.62
1721962800,330,334.48,329.94,334.22
1721966400,334.47,340.9,333.2,334.55
1721970000,334.69,343.05,333.57,343.05
1721973600,343.05,348.72,342.03,348.72
1721977200,348.65,351.47,347.08,347.13
1721980800,347.29,356,346.5,352.72
1721984400,352.67,356.65,342.88,348.92
1721988000,348.96,354.46,348.96,353.78
1721991600,353.89,363.89,351.93,362.7
1721995200,362.81,366.72,361.06,365.28
1721998800,365.28,365.85,360.7,365.47
1722002400,365.37,366.58,358,363.76
1722006000,363.92,365.31,360.31,360.78
1722009600,361.18,366.98,356.8,356.86
1722013200,357.47,359.03,356.34,358.92
1722016800,358.83,359.14,355.33,358.56
1722020400,358.34,359.44,351.52,353.41
1722024000,353.43,355.77,350.37,351.37
1722027600,351.34,351.82,350,350.81
1722031200,350.83,354.36,350.17,351.58
1722034800,351.56,352.52,350.28,351.18
1722038400,351.29,352.24,349.38,349.38
1722042000,349.25,349.25,346.66,347.01
1722045600,346.78,348.43,346,347.81
1722049200,347.67,348.47,345,345.91
1722052800,345.76,347.78,345.39,346.89
1722056400,347.07,347.38,343.46,345.6
1722060000,345.22,347.79,345.13,347.09
1722063600,347.62,350.65,346.62,348.94
1722067200,349.21,349.49,332,344.01
1722070800,343.82,348.3,339,344.05
1722074400,344.11,345.55,340.05,342.32
1722078000,342.32,344.3,339.51,343.41
1722081600,343.26,345,333.6,340.2
1722085200,339.93,346,339.93,344.5
1722088800,344.11,347,339.4,344.7
1722092400,344.48,347.43,341.43,343.22
1722096000,342.86,347.85,342.38,344.59
1722099600,344.79,350,343.45,346.8
1722103200,346.58,348.26,341.62,342.44
1722106800,342.38,344.5,337.08,343.21
1722110400,343.05,343.05,333.71,340.25
1722114000,340.2,346.4,338.6,343.69
1722117600,343.84,344.9,339.42,339.83
1722121200,339.75,340.84,337.13,337.33
1722124800,337.4,339.01,332.22,339.01
1722128400,339.04,341.35,336.27,336.45
1722132000,336.19,339.23,335,335.7
1722135600,336.19,337.42,334.56,336
1722139200,336.28,337.07,333,333
1722142800,333.01,334.25,330.63,333.93
1722146400,333.82,335.83,333.48,333.57
1722150000,333.48,334.15,331.17,333.48
1722153600,333.36,335.06,332.27,334.89
1722157200,335,335.54,333.25,333.47
1722160800,333.39,335.49,333.19,334.21
1722164400,334.06,335.2,333.11,333.21
1722168000,333.12,334,331.91,333.29
1722171600,333.35,335.26,332.04,334.79
1722175200,334.95,335.57,333.65,334.23
1722178800,334.24,337.82,334.23,336.36
1722182400,335.69,335.8,333.48,333.48
1722186000,333.78,336.57,333.42,334.95
1722189600,335.28,338.97,334.02,338.42
1722193200,338.53,339,336.27,337.29
1722196800,336.88,337.33,336.78,336.88
1722200400,336.87,337.86,336.51,337.32
1722204000,337,337.5,333,333.61
1722207600,333.62,335.9,333.18,335.25
1722211200,335.15,343.38,334.7,341.62
1722214800,342.08,342.95,337.5,337.5
1722218400,337.57,345.87,335.5,345
1722222000,345.01,345.84,342.19,343.35
1722225600,343.29,346.82,343.23,343.9
1722229200,344.04,347,342.91,347
1722232800,347,347.68,343.09,343.77
1722236400,343.77,346.88,343.17,344.1
1722240000,344.27,345.87,342.52,342.52
1722243600,342.5,344.31,340.76,341.52
1722247200,341.46,342.95,340,340.02
1722250800,340.01,340.86,338.69,340.55
1722254400,340.56,340.88,336.79,338.49
1722258000,338.48,338.77,333.61,333.85
1722261600,333.99,333.99,326.9,328.21
1722265200,327.63,331.25,323.21,328.43
1722268800,328.57,329.78,323.38,326.47
1722272400,326.37,330.79,325.44,328.8
1722276000,328.28,329.47,327.6,327.8
1722279600,327.97,327.98,325.15,326.42
1722283200,326.4,327.73,325.2,327.6
1722286800,327.31,327.6,323.01,325.2
1722290400,325.05,326.99,316,321.22
1722294000,321.06,322.58,318.52,318.77
1722297600,319.1,321.91,315.89,320.84
1722301200,320.78,323.21,317.38,317.61
1722304800,317.66,319.73,316.39,319.37
1722308400,319.74,320.12,318.1,319.81
1722312000,319.73,321.97,318.24,321.97
1722315600,321.97,321.98,319.3,319.98
1722319200,319.72,325.54,319.66,325.05
1722322800,324.7,328.09,321.57,325.62
1722326400,325.5,326.17,323.38,324
1722330000,324,324.81,320.56,321.01
1722333600,321.17,322.07,319.08,321.97
1722337200,322.13,324.41,320.95,321.27
1722340800,321.17,329.02,319.96,327.98
1722344400,328.13,329.19,323.45,324.44
1722348000,324.13,326.67,320.91,321.16
1722351600,321.16,330.02,320.14,327.19
1722355200,327.19,328.9,324.47,325.72
1722358800,325.85,326.49,319.08,320.67
1722362400,320.43,322.45,317.65,318.06
1722366000,318.06,322.32,315.03,321.76
1722369600,321.75,322.99,317.03,322.51
1722373200,322.52,323,317.81,320.94
1722376800,320.95,323.4,318.1,320.95
1722380400,321.07,322,318.71,321.21
1722384000,321.48,322.32,312.56,320.22
1722387600,320.39,322.45,315.97,321.76
1722391200,321.66,322.5,318.77,318.99
1722394800,318.87,319.73,315.49,315.49
1722398400,315.49,315.8,313.01,314.35
1722402000,314.69,316.29,312.87,315.73
1722405600,315.76,319.51,315.76,318.83
1722409200,318.52,319.28,315.14,315.96
1722412800,316.17,316.62,313.85,314.05
1722416400,314.05,315.15,311.23,313.57
1722420000,313.5,314.25,312.25,312.6
1722423600,312.92,314.51,312.18,313.4
1722427200,313.61,315.37,312.45,313
1722430800,313,317.29,312.67,313.3
1722434400,313.4,314.99,309,311.94
1722438000,312.02,312.31,309.76,311.3
1722441600,311.59,312.31,309.45,311.03
1722445200,310.65,314.35,309.97,312.51
1722448800,312.43,315.99,310.9,315.99
1722452400,315.99,317.13,308.99,310.63
